s;178.189.54.90:20018;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36";https://2ip.ru;2021-11-16 01:38:33.130946
s;178.189.54.90:20018;"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1";https://2ip.ru;2021-11-16 01:40:10.254123
h;178.189.54.90:20018;"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36";https://2ip.ru;2021-11-16 01:41:20.177921
s;192.168.1.148:20001;"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4";https://2ip.ru;2021-11-16 01:47:04.718459
s;192.168.1.148:20001;"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36";http://pixelscan.net;2021-11-15 18:54:45.432624
s;192.168.1.148:20001;"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.0 Mobile/14E304 Safari/602.1";http://pixelscan.net;2021-11-15 19:03:14.734402
